id,INDICIO,TIPO DE INDICIO,COLOR,MARCA,TALLA,OBSERVACIONES,LINK FOTO
770,31P,PANTALON,NEGRO,LEE,34,LEYENDA VINTAGE DENIM EN LA PARTE INTERIOR,https://drive.google.com/open?id=1QSsM207-qkzwoCFrCh3b_xU1rEmZ01c-&usp=drive_copy
771,32P,PANTALON,NEGRO,S/D,32,S/D,https://drive.google.com/open?id=1165EsifGcFJzuBJuGvkc5dQWat9jARoI&usp=drive_copy
772,33P,PANTALON,AZUL,LEVIS,34,S/D,https://drive.google.com/open?id=1hN4T47NCOzMD0CCmH4KudvCmgFizF1BK&usp=drive_copy
773,34P,PANTALON,NEGRO,S/D,M,S/D,https://drive.google.com/open?id=1pGM8jA_Xg-p7Z3y1IIDfeVHUcAEV81SR&usp=drive_copy
774,35P,PANTALON,NEGRO,LEVIS,32,ETIQUETA PEQUEÑA COLOR TINTA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1SX3MUohzv5TbAKMTMsilltvFzO-2kQYa&usp=drive_copy
775,36P,PANTALON,NEGRO,CUIDADO CON EL PERRO,32,S/D,https://drive.google.com/open?id=1WYmMaASeYeAiILsFmpGW2bwPb3G_Tov7&usp=drive_copy
776,37P,PANTALON,NEGRO,CUIDADO CON EL PERRO,28,S/D,https://drive.google.com/open?id=1k5pxudWzNtlzjBNUFe949Y936OQ41vJa&usp=drive_copy
777,38P,PANTALON,NEGRO,D ELVSS TEX JNS,34,S/D,https://drive.google.com/open?id=1ysU5-LX430Jtu9NC4ABdk1vMw3NlTHKL&usp=drive_copy
778,39P,PANTALON,NEGRO,LEVIS,32,ETIQUETA PEQUEÑA COLOR TINTA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1Jd8v4u5j4qasteUGxXEht_jfWAozGV8n&usp=drive_copy
779,40P,PANTALON,NEGRO,DENIM,12,S/D,https://drive.google.com/open?id=1x9w9hxPMUrcBz2_kpYAXzfkzy86iWN2m&usp=drive_copy
780,41P,PANTALON,NEGRO,CITRUZ,32,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=14Gj4EJux7okUVQcBJqD8UdbSUy8vS1uC&usp=drive_copy
781,42P,PANTALON,AZUL,CUIDADO CON EL PERRO,31,COLOR UN POCO DESLAVADO EN LA PARTE CENTRAL,https://drive.google.com/open?id=1ADogUAU01dhPRcCNcoQUki_nlNivXad3&usp=drive_copy
782,43P,PANTALON,NEGRO,HUGO,28,ETIQUETA PEQUEÑA COLOR ROJA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1iNcUnzU6mL0fn4zoOTqkX58j4KZmLeb1&usp=drive_copy
783,44P,PANTALON,NEGRO,LEVIS,32,ETIQUETA PEQUEÑA COLOR TINTA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1E8oVqSC1XgbsiNftQtovy4-79rWFMklY&usp=drive_copy
784,45P,PANTALON,NEGRO,S/D,M,S/D,https://drive.google.com/open?id=1-0o6tZ1F1jEbOKILNJUP8XtO-vsr5dic&usp=drive_copy
785,46P,PANTALON,NEGRO,CUIDADO CON EL PERRO,32,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1OUAHKtMSk3QHf5yjgBiTBfvtzVCN7YGY&usp=drive_copy
786,47P,PANTALON,NEGRO,ALTO MANDO,34,LEYENDA EN LA PARTE INTERIOR CON LAS LETRAS ALTO MANDO COMPANY EN COLOR BLANCO,https://drive.google.com/open?id=1cSOcgGdLAtBGRJQvxje2mR8JyYHwOqRi&usp=drive_copy
787,48P,PANTALON,NEGRO,CITRUZ,30,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1HMKUhgryQnG7r-lznjYoslYpHX_4g5gs&usp=drive_copy
788,49P,PANTALON,NEGRO,NON STOP,32,LINEAS DELGADAS EN COLOR TINTO Y LEYENDA EN COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1gPzW9igZXLlohckhSJkq6_wciv0S6IZI&usp=drive_copy
789,50P,PANTALON,NEGRO,CUIDADO CON EL PERRO,33,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=16oXxsyT0FD2bczMTmrHECZzgYY_rQB5m&usp=drive_copy
790,51P,PANTALON,NEGRO,ALTO MANDO,34,LEYENDA EN COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1OGscwRlAUE4QkjSgvnY7Ol6Gw-ID3jZG&usp=drive_copy
791,52P,PANTALON,NEGRO,S/D,XXL,S/D,https://drive.google.com/open?id=1FkHcpdgqK0w47N8azBa-xry8r06ZKz7W&usp=drive_copy
792,53P,PANTALON,AZUL,ATLANTIDA,34,S/D,https://drive.google.com/open?id=1RP_m4tfj6rDODkJERHZpcsQTUV38vOT3&usp=drive_copy
793,54P,PANTALON,NEGRO,HUMMO,38,2 ETIQUETAS PEQUEÑAS EN COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1tUJMpzRMIuo7VWIKwrZ1bEXE2C3wWEdf&usp=drive_copy
794,55P,PANTALON,NEGRO,CHINOS STYLE,32,S/D,https://drive.google.com/open?id=14d88sjmty1nT43RRZ996FpwMDMY3OTuk&usp=drive_copy
795,56P,PANTALON,VERDE,ECKO UNLTD,36,S/D,https://drive.google.com/open?id=1x7lhRoF5My1hD_aCkmNViif6HvJM8Z6p&usp=drive_copy
796,57P,PANTALON,NEGRO,LEVEL,34,ETIQUETA PEQUEÑA COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1_9jkJfOaKf4iYZKFC8SNLdijPE-HBHLH&usp=drive_copy
797,58P,PANTALON,NEGRO,ALTO MANDO,34,LEYENDA ALTO MANDO COMPANY EN COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=19m0X6u5PEbLktu0MQiZpttIsBQDvlPKh&usp=drive_copy
798,59P,PANTALON,AZUL,RIDERS,34,S/D,https://drive.google.com/open?id=1iuPnsq3l0AZ5ai-IKHmpI_ze8JeAAcAh&usp=drive_copy
799,60P,PANTALON,AZUL,DENIM GEAR,32,ETIQUETA PEQUEÑA COLOR BLANCO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1DeJavezvcgIxpCs-YF-q_3_hExRzbMGa&usp=drive_copy
800,61P,PANTALON,NEGRO,CUIDADO CON EL PERRO,32,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=19vj5TFyBiBI7ZJ-59WQ7vADPEcH2N_y3&usp=drive_copy
801,62P,PANTALON,NEGRO,LEVIS,32,ETIQUETA PEQUEÑA COLOR TINTA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1p7rni2kBqh6IyCqfM3tZcqdI8nl1Ylzt&usp=drive_copy
802,63P,PANTALON,NEGRO,LEVIS,34,ETIQUETA PEQUEÑA COLOR TINTA EN LA PARTE INTERIOR,https://drive.google.com/open?id=1LgAd42qVo_GYwjeftOClHNwBv_hT39QQ&usp=drive_copy
803,64P,PANTALON,NEGRO,BLUE JEANS,34,S/D,https://drive.google.com/open?id=117W83hElYGK4QuEZX6l_L5YVkxnkpDYd&usp=drive_copy
804,65P,PANTALON,NEGRO,GUESS,36,S/D,https://drive.google.com/open?id=1uRqZpvity9evIMCEMbUoZXlPeRobtP3Z&usp=drive_copy
805,66P,PANTALON,NEGRO,CUIDADO CON EL PERRO,32,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1t7xQGhxjwAtkDehUY8eGE5RLPXwWhYlr&usp=drive_copy
806,67P,PANTALON,NEGRO,CUIDADO CON EL PERRO,31,ETIQUETA PEQUEÑA COLOR NEGRO EN LA PARTE INTERIOR,https://drive.google.com/open?id=1j54fK9NhC-R8Ez6ujVTIMHaJLjCIcLKn&usp=drive_copy
807,68P,PANTALON,NEGRO,CALVIN KLEIN,34,EN LA PARTE INTERIOR LEYENDA CALVIN KLEIN JEANS,https://drive.google.com/open?id=15EwCGFtNfvs7tS8mhiXJ4UHmvZuGVFhk&usp=drive_copy
808,69P,PANTALON,NEGRO,JEANS,34,S/D,https://drive.google.com/open?id=1amNvZ1LZB57Kia5ZcmS2WA35Kww_z8eo&usp=drive_copy
809,70P,PANTALON,NEGRO,WRANGLER,38,ETIQUETA PEQUEÑA COLOR BLANCO EN LA PARTE INTERIOR CON EL NOMBRE DE LA MARCA EN COLOR ROJO,https://drive.google.com/open?id=11Km9z5shbVSQaXfgp0qR2tpT3Hy-qNDI&usp=drive_copy
810,71P,PANS,AZUL,S/D,10,S/D,https://drive.google.com/open?id=1pKNvbAaPgpqXUt68WGCXz2ZN3-oTBvpY&usp=drive_copy
811,72P,PANS,NEGRO,S/D,7,"CON LINEAS COLOR VERDE, ROJO Y BLANCO EN LOS COSTADOS",https://drive.google.com/open?id=1lkJ7imty2a1TWKeMqkENvKzBPYRSJNXZ&usp=drive_copy
812,73P,PANS,NEGRO,MODA & PRITEX,XL,CON FRANJAS A LOS COSTADOS DE COLOR AMARILLO,https://drive.google.com/open?id=1YRqiUanS237crfwDeWKeMC9IFfyHXPPe&usp=drive_copy
813,74P,PANTALON,"GRIS, ROJO, BLANCO",S/D,S/D,CON EL LOGOTIPO DE PUMA EN COLOR ROJO,https://drive.google.com/open?id=1UsMYtpnidYqBwjliCMoh1iJremr8woYR&usp=drive_copy
814,75P,PANS,NEGRO,JERA,UNITALLA,"CON LA LEYENDA A LOS COSTADOS EDOKIDS SINCE EN COLOR BLANCO, EN LA PARTE FRONTAL LA LEYENDA DE MA",https://drive.google.com/open?id=1h3ThZycktcoEk3Xk8fhYuyCKv6IXnKUg&usp=drive_copy
815,76P,PANTALON,AZUL,S/D,S/D,S/D,https://drive.google.com/open?id=1BbMTcyzUn-LdZuitUYJWF3QZ5uBLWR9X&usp=drive_copy
816,1Q,COBIJA,VARIOS,SUPER MARIO,N/A,ESTAMPADO MARIO BROS,https://drive.google.com/open?id=11Xj9SeAJoTmCJpAFRS0K0QYLlm1ROoXZ&usp=drive_copy
817,2Q,COBIJA,CAFÉ,S/I,N/A,OSO,https://drive.google.com/open?id=1Iav-TuWxW6UgdPUxdQ2XgRAD8DQWqklk&usp=drive_copy
818,3Q,COBIJA,AZUL,S/I,N/A,LEOPARDO,https://drive.google.com/open?id=1dt5h3JId7znqRvnKts4z4tkmBNiys9pl&usp=drive_copy
819,4Q,COBIJA,ROJA,S/I,N/A,TIGRE,https://drive.google.com/open?id=1O15Ntsh_l58UESttQTUbZsv7zGiLzrk5&usp=drive_copy
820,5Q,COBIJA,AZUL,S/I,N/A,CONTROLES - GAMER,https://drive.google.com/open?id=1lcexiRed9QgwNLPLdXHdP8psc3DiYC8R&usp=drive_copy
821,6Q,COBIJA,NEGRA-CUADROS BLANCOS,S/I,N/A,VEHÍCULOS ROJOS,https://drive.google.com/open?id=1FOW3g3e0gOb45F9n3D50JKK8Q1yJQPHG&usp=drive_copy
822,7Q,COBIJA,VARIOS,S/I,N/A,FLORES Y CISNES,https://drive.google.com/open?id=1WL2G8LP5a5dMRqHEX2RIjGc-Bf03Tvyv&usp=drive_copy
823,8Q,COBIJA,ROJA,S/I,N/A,TIGRE,https://drive.google.com/open?id=1t75BiaH7Ukb6jyR5wjTkNHrYAh_DWdL9&usp=drive_copy
824,9Q,COBIJA,AZUL-ROJA-BLANCA,S/I,N/A,BANDERA,https://drive.google.com/open?id=1dt2N_m56KCRPVoALva-QLl54EfVS3TK0&usp=drive_copy
825,10Q,COBIJA,VERDE,S/I,N/A,FLORES Y LÍNEAS,https://drive.google.com/open?id=1jZgdT7os2jIcCct-GVKzkUA1ceN1ZFn0&usp=drive_copy
826,11Q,COBIJA,CAFÉ,S/I,N/A,FLORES,https://drive.google.com/open?id=1YvCGW9mDBUYjhrhzsMxFs2y7IS4r_0L-&usp=drive_copy
827,12Q,COBIJA,AZUL-ROJA,COLAP,N/A,FLORES,https://drive.google.com/open?id=1QC4nQ5__rhMY8gAgQA93SVhJ_pHhjtj2&usp=drive_copy
828,13Q,COBIJA,CAFÉ,S/I,N/A,LÍNEAS NARANJA-BLANCO,https://drive.google.com/open?id=1imaHKvrShF6e2TQXiCaWAR0KeMuO3kdo&usp=drive_copy
829,14Q,COBIJA,CAFÉ-ROSA,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1ncKulz929aX2iBGJlIv-Db2V9TzzCuf-&usp=drive_copy
830,15Q,COBIJA,VARIOS,S/I,N/A,CUADROS Y RECTÁNGULOS,https://drive.google.com/open?id=1uXQUNNLHoxR9aj74bocnLJUrwfk8judv&usp=drive_copy
831,16Q,COBIJA,BLANCA CON LÍNEAS GRISES,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1S2Fz6mnvHJzqwfBafbf8NYaTQteO4tUa&usp=drive_copy
832,17Q,COBIJA,AZUL,S/I,N/A,CÍRCULOS BLANCOS,https://drive.google.com/open?id=1-r7lNlru33bDFyG5U68apUph902Veofn&usp=drive_copy
833,18Q,COBIJA,ROJA,S/I,N/A,CÍRCULOS GRISES-BLANCOS,https://drive.google.com/open?id=1xV0JK62i7RfU6F4PqyU2Ha8XjnFxa4kt&usp=drive_copy
834,19Q,COBIJA,VARIOS,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1MIWfhFT96bfHAofBVXEDxXrBY4OXUlGT&usp=drive_copy
835,20Q,COBIJA,ROJA,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1rblKD-igWfoe-fkwyo37QxyvXJstTWxx&usp=drive_copy
836,21Q,COBIJA,ROJA,S/I,N/A,FLORES,https://drive.google.com/open?id=1jxGWToG_Og4ca6sdv65cQ_AhPFIhKmqQ&usp=drive_copy
837,22Q,COBIJA,NEGRA,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=14ivBOznan9CmWVunMXbdfZeuw4NgDtCs&usp=drive_copy
838,23Q,COBIJA,AZUL,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1REi7kMOTP1m47NnQmGZqQvksDVObLuid&usp=drive_copy
839,24Q,COBIJA,GRIS,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1L4IfMrTobusRvZe8rjLE1aAvlFwKW_Lg&usp=drive_copy
840,25Q,COBIJA,GRIS,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1b11pPlrPIyUpwNo1q1oUPoqgTnZfyG8R&usp=drive_copy
841,26Q,COBIJA,GRIS,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1q6hsEJkQisetnVarWxNz7tVH3py-t2Iy&usp=drive_copy
842,27Q,COBIJA,CAFÉ,S/I,N/A,DETALLES NEGROS,https://drive.google.com/open?id=1MUS9wxbs4XPcSYvLHMy-iKH31-hMxGMh&usp=drive_copy
843,28Q,COBIJA,NEGRA,S/I,N/A,DETALLES BLANCOS Y ROJOS,https://drive.google.com/open?id=1KM2rQUWT-wl9DM3iLs7pbHx4x3Y9EKhx&usp=drive_copy
844,29Q,COBIJA,NEGRA,S/I,N/A,DETALLES BLANCOS Y ROJOS,https://drive.google.com/open?id=1SMhaAjlGSuPnTtbdytY4DCFxTDiqxnRr&usp=drive_copy
845,30Q,COBIJA,S/I,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=1n272z0NXCQq5M5y-OXbDzQweQeUp4gYp&usp=drive_copy
846,31Q,COBIJA,S/I,S/I,N/A,DETALLES BLANCOS Y ROJOS,https://drive.google.com/open?id=1Ncs3XbrBduwS94k4cm3rg4Dk80sieNWr&usp=drive_copy
847,32Q,COBIJA,S/I,S/I,N/A,DETALLES ROSAS,https://drive.google.com/open?id=1XbX3IgprqTKMcIbPXUhsCOx9fqKkeewZ&usp=drive_copy
848,33Q,COBIJA,S/I,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=1Ie-H-hdZI60BA10uWz1SvyKj_NPELXC6&usp=drive_copy
849,34Q,COBIJA,S/I,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=10JZhzf986Km6mfT6fV1hu7SsuO_925Ru&usp=drive_copy
850,35Q,COBIJA,GRIS,S/I,N/A,DETALLES AZULES,https://drive.google.com/open?id=1YbIuKdBZbTVEn1B9V1dUzidlDndXTjps&usp=drive_copy
851,36Q,COBIJA,S/I,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=1Kr8jPBtA5T6JIfN_GJSlxgcqqkFUAJiR&usp=drive_copy
852,37Q,COBIJA,S/I,S/I,N/A,DETALLES ROJOS,https://drive.google.com/open?id=1eZphQe0Z_RFIsOeY2Bb5j7i96_ggyGQe&usp=drive_copy
853,38Q,COBIJA,S/I,S/I,N/A,DETALLES VERDES,https://drive.google.com/open?id=1GOVFEr6q13FzkM8mGtdvz6Cn7SY-jLcC&usp=drive_copy
854,39Q,COBIJA,S/I,S/I,N/A,DETALLES ROJOS,https://drive.google.com/open?id=1bPnT1yZOFEMrvVQjvjO9TiMRYn_83YN2&usp=drive_copy
855,40Q,COBIJA,VERDE,S/I,N/A,DETALLES ROJOS,https://drive.google.com/open?id=1UfsJ8AQ0b0i8ePE6yhp3Zct4NgssdMIt&usp=drive_copy
856,41Q,COBIJA,GRIS,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=14k4lom4yfL3Ge68S3KdYx1JqCDs2S0mT&usp=drive_copy
857,42Q,COBIJA,GRIS,S/I,N/A,DETALLES NEGROS,https://drive.google.com/open?id=1dRmwouynybAnXPfwQuTPTMjuInNZx-2A&usp=drive_copy
858,43Q,COBIJA,GRIS,S/I,N/A,DETALLES AMARILLOS Y ROSA,https://drive.google.com/open?id=13YipKjheYCqiuOic9o8BPx9OrG3O9KYd&usp=drive_copy
859,44Q,COBIJA,GRIS,S/I,N/A,DETALLES ROJOS,https://drive.google.com/open?id=147ZBr8mhn8yBwdRZXkpNdmdE_3E22SBz&usp=drive_copy
860,45Q,COBIJA,GRIS,S/I,N/A,DETALLES VERDES,https://drive.google.com/open?id=1NS82pAV-2VitVeBa34hhryl6qpHd-Dyy&usp=drive_copy
861,46Q,COBIJA,GRIS,S/I,N/A,DETALLES AZULES,https://drive.google.com/open?id=13Fo-UijCrNe0pFeHwtDJj8bOmRsLLLEb&usp=drive_copy
862,47Q,COBIJA,GRIS,S/I,N/A,DETALLES ROJOS,https://drive.google.com/open?id=1ERiaQeMvGeDoUrKghrlVcBW6Or8Y81fi&usp=drive_copy
863,48Q,COBIJA,GRIS,S/I,N/A,DETALLES AMARILLOS,https://drive.google.com/open?id=1eBleo6Mc0_7OaJiSqMO350_gd4rMTv8b&usp=drive_copy
864,49Q,COBIJA,GRIS,S/I,N/A,DETALLES AMARILLOS Y ROJO,https://drive.google.com/open?id=1H_W6mqCIWESLeNXGK4UIRxLvRKil-kvy&usp=drive_copy
865,50Q,COBIJA,GRIS,S/I,N/A,DETALLES ROJOS Y BLANCOS,https://drive.google.com/open?id=1otVnan8yPth96LFL4BYh1zsKRT1y2gbL&usp=drive_copy
866,51Q,COBIJA,GRIS,S/I,N/A,DETALLES AZULES Y ROSA,https://drive.google.com/open?id=1tqJZwHxlKqpPHDPeOLpj_mKj4nTz3c3i&usp=drive_copy
867,52Q,COBIJA,GRIS,S/I,N/A,DETALLES VERDES Y BLANCO,https://drive.google.com/open?id=1XXBeoH4gL10Mt-oDoLVAq5MOo7lCWPmg&usp=drive_copy
868,53Q,COBIJA,GRIS,S/I,N/A,DETALLES VERDES,https://drive.google.com/open?id=1TrGZD5EH4Ppze9IYkikv1B451JIAeXWj&usp=drive_copy
869,54Q,COBIJA,GRIS,S/I,N/A,DETALLES VERDES,https://drive.google.com/open?id=1_vsHWIa2I69ASufX6h6a-nGGmiQ9cDHW&usp=drive_copy
870,55Q,COBIJA,GRIS,S/I,N/A,DETALLES VERDE OSCURO,https://drive.google.com/open?id=1XtbNhhSFnbAToeVnMNPlCoAfvxCyOdxz&usp=drive_copy
871,56Q,COBIJA,GRIS,S/I,N/A,DETALLES AMARILLO,https://drive.google.com/open?id=1NKtz42MU3L-rKV_iosxTRkr7d67fc8m4&usp=drive_copy
872,57Q,COBIJA,CAFÉ,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1SYFQintNt1Ss-eS5cd1Ce5W2P3ezB7P8&usp=drive_copy
873,58Q,COBIJA,CAFÉ,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=13yBGGZ1q6MqZNDw0hzki0WTrLN-9jjpw&usp=drive_copy
874,59Q,COBIJA,ROJO,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1NxTzjGlCeXtDfOT8zcHlpt0AGuRJD3DJ&usp=drive_copy
875,60Q,COBIJA,GRIS,S/I,N/A,DETALLES BLANCOS,https://drive.google.com/open?id=1u-HrOFbDRjokK0x0md6FLFdW7FRTI3aH&usp=drive_copy
876,61Q,COBIJA,GRIS,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1jrEC9JtR3acJxIY_8OZOpnp6mszppopN&usp=drive_copy
877,62Q,COBIJA,GRIS,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1rVXUUymd28BvohPlfWbhfvUjvnlbuOOk&usp=drive_copy
878,63Q,COBIJA,AZUL MARINO,S/I,N/A,FLORES MORADAS,https://drive.google.com/open?id=18u6bOuM54xigurdo2c7QPrCoh6Va3x_-&usp=drive_copy
879,64Q,SÁBANA,AMARILLA,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1QmL-LuH-wVffZUDW0lZ2btT5KZ7b2_XW&usp=drive_copy
880,65Q,COBIJA,AZUL MARINO,S/I,N/A,ROMBOS BLANCOS,https://drive.google.com/open?id=1OH_GPoXlwsPZqnRUyjIu1KsYb0Icgkor&usp=drive_copy
881,66Q,COBIJA,CAFÉ,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1D9iEC05xZNPhYX4n_bikVUxmwUWm3zO5&usp=drive_copy
882,67Q,SÁBANA,BLANCA,S/I,N/A,CUADROS CHICOS CAFÉ,https://drive.google.com/open?id=1UE0zsf0G4TLtiVr8vEG0vMv6RJoNy6Lp&usp=drive_copy
883,68Q,COBIJA,VERDE,S/I,N/A,DETALLES MORADOS,https://drive.google.com/open?id=1EcdAlShsT7qecYWABIq0aevBbRKZq02A&usp=drive_copy
884,69Q,COBIJA,AZUL CIELO,S/I,N/A,DETALLES AMARILLOS Y AZUL,https://drive.google.com/open?id=1NEqsZir8pqkh-3EpzGuzclw7dacGm5V6&usp=drive_copy
885,70Q,SÁBANA,CAFÉ,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1Wa8KmA1m2qUO3amgZxytKiT7_lGEfXgo&usp=drive_copy
886,71Q,ALMOHADA,GRIS,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1ivBkBP9BZBlxyiJm7D0sZp48me1jwlEX&usp=drive_copy
887,72Q,ALMOHADA,AZUL MARINO,S/I,N/A,ROMBOS BLANCOS,https://drive.google.com/open?id=12H-6NFKZeN75pA-gWDgIuVywVVYhEHOP&usp=drive_copy
888,73Q,ALMOHADA,AZUL MARINO,S/I,N/A,ROMBOS BLANCOS,https://drive.google.com/open?id=1LpK4rLYCaj3jSL_AKPirABxSifXSgeS6&usp=drive_copy
889,74Q,ALMOHADA,NEGRO,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1nEIk1BM38o62Ob0oDAv1xN4gEB_rVScV&usp=drive_copy
890,75Q,ALMOHADA,ROSA,S/I,N/A,DE PELUSA,https://drive.google.com/open?id=11AumaXhvkoTFZwXRILqtIZkeuZEbsd1e&usp=drive_copy
891,76Q,ALMOHADA,BLANCA,S/I,N/A,LÍNEAS HORIZONTALES,https://drive.google.com/open?id=1ZYuqrLG7D-9yRM5v7_3Z3kCDgBuDKNqY&usp=drive_copy
892,77Q,ALMOHADA,GRIS,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1wuYjHEY0KWnk8C3E4lEftUNvSwCt6j7r&usp=drive_copy
893,78Q,ALMOHADA,BLANCA,S/I,N/A,DIBUJOS EN COLOR CAFÉ,https://drive.google.com/open?id=1J9eX6gM9XJUejsQRCXWmWgwgbVCHd6NF&usp=drive_copy
894,79Q,ALMOHADA,GRIS,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1SdRjh1vRFpu2wscCAl0X9MyJ-orusDMR&usp=drive_copy
895,80Q,ALMOHADA,BEIGE,S/I,N/A,PARA CUELLO CON DIBUJOS CAFÉ,https://drive.google.com/open?id=1TpsLG8YFdZt9MkafTMSaMm7-AjqeaWQH&usp=drive_copy
896,81Q,ALMOHADA,ROSA,S/I,N/A,REDONDA DON DIBUJO DE CANGREJO,https://drive.google.com/open?id=1jBN0qz4xKevXwzK7J7fn-02ViC-dM7jj&usp=drive_copy
897,82Q,SÁBANA,AMARILLA,S/I,N/A,COLOR UNIFORME,https://drive.google.com/open?id=1BgxJFFBa5LdW3WhTek5fG6Af3N46cAYE&usp=drive_copy
898,83Q,SÁBANA,BLANCA,S/I,N/A,LUNARES COLOR CAFÉ,https://drive.google.com/open?id=1py-iVl8ZjdlzrYdUAno9dOduVUcUT_gR&usp=drive_copy
899,1R,COBIJA,VERDE,S/D,S/D,S/D,https://drive.google.com/open?id=12Wfm_yPoo_KaYdZ3R-zwu-0dRH6VYl29&usp=drive_copy
900,2R,COBIJA,AZUL,S/D,S/D,ESTAMPADO DE PERRITOS EN COLOR CAFE CON BEIGE Y GRIS CON BLANCO,https://drive.google.com/open?id=1MI95ZcibNrYMmXrYQHtstBDrNjMUZECU&usp=drive_copy
901,3R,COBIJA,"AZUL, AMARILLO",S/D,S/D,ESTAMPADO DE DELFINES,https://drive.google.com/open?id=1M2gifFlBq-KlpPFDcDLWQPaoCcw19GQ9&usp=drive_copy
902,4R,COBIJA,GRIS,S/D,S/D,"FRANJAS AMARILLAS, ROJAS, GRISES Y BARBILLAS A LOS COSTADOS",https://drive.google.com/open?id=1YIBnsketUkj4hN0w1Ph60kaxN7JQ78na&usp=drive_copy
903,5R,COBIJA,GRIS,S/D,S/D,"FRANJAS ROJAS, BLANCOS Y BARBILLAS A UN COSTADO",https://drive.google.com/open?id=1jn_6zZGvGSWN1ajda2Q0i4R6jT4Rr1jZ&usp=drive_copy
904,6R,COBIJA,TINTO,S/D,S/D,ESTAMPADO DE MANDAS Y OJOS,https://drive.google.com/open?id=1t7wTV2SP9w7XhLqpzvN_Afj4rXqqBxel&usp=drive_copy
905,7R,COBIJA,GRIS,S/D,S/D,"FRANJAS EN COLOR TINTO, BLANCO Y NEGROS CON RECUADROS Y BARBILLAS EN LOS COSTADOS",https://drive.google.com/open?id=1jGMs2_ekfdIRqohpj79cIAxzeqNYUPQW&usp=drive_copy
906,8R,COBIJA,ROJO,S/D,S/D,CORAZONES EN COLOR BLANCO Y NEGRO,https://drive.google.com/open?id=1f3wqqwfg0W7itHDzVzvbc9GsfoHkaJ_y&usp=drive_copy
907,9R,COBIJA,VERDE,S/D,S/D,S/D,https://drive.google.com/open?id=1giC-_AxrOSCDeO0sVnjRXboXU-aBJs2H&usp=drive_copy
908,10R,COBIJA,"CAFE, AMARILLO Y TINTO",S/D,S/D,ESTAMPADO DE VENADOS Y ARBOLES CON LA LEYENDA CASA MIA,https://drive.google.com/open?id=1Iwxg4tUFZZ71GvtXGK_iM1fDM2ROSVvT&usp=drive_copy
909,11R,COBIJA,BEIGE,S/D,S/D,VARIOS ORIFICIOS,https://drive.google.com/open?id=1UEZKosaZjH2q8GRt5BWT92Uk86QQxGQx&usp=drive_copy
